/ Dataset:E:\data\storage\2\5\1\4\0003\Acoustic properties (Vp, Vs, density) - CSV - Point Data.hxyz
/
/ Projection:NAD83
/      Datum:NAD83,6378137,0.0818191910428158,0
/     Method:
/       Unit:dega,1
/      Local:"NAD83 to WGS 84 (1)",0,0,0,0,0,0,0
/
X,Y,Access_Num,Sample_Num,District,Mode,Wet_Dry,Comments,Rock_type,Latitude,Longitude,Prop_Dir,Vib_Dir,Density,V_10,V_20,V_40,V_60,V_80,V_100,V_200,V_400,V_600,V_800,V_1000
-77.67,49.7500000009,1061.0,"BAS 87-13-7","Matagami, Que.",P,D,,Basalt,49.8,-77.7,n.a.,n.a.,2.8,6.4,6.4,6.5,6.5,6.5,6.5,6.6,6.6,6.7,*,*,
-77.67,49.7500000009,1062.0,"BAS 87-13-9'","Matagami, Que.",P,D,,Gabbro,49.8,-77.7,n.a.,n.a.,2.9,6.6,6.7,6.7,6.7,6.7,6.8,6.8,6.9,6.9,*,*,
-77.67,49.7500000009,1063.0,Gal-12-89-1,"Matagami, Que.",P,D,,Pyroxenite,49.8,-77.7,n.a.,n.a.,3.2,6.9,7.0,7.1,7.1,7.1,7.2,7.2,7.3,7.3,*,*,
-77.67,49.7500000009,1064.0,Mat-1,"Matagami, Que.",P,D,bleached,Basalt,49.8,-77.7,n.a.,n.a.,2.8,6.1,6.3,6.4,6.5,6.5,6.5,6.6,6.6,6.6,*,*,
-77.67,49.7500000009,1065.0,Mat-11,"Matagami, Que.",P,D,chloritic,"Rhyolite breccia",49.8,-77.7,n.a.,n.a.,2.9,6.2,6.3,6.4,6.5,6.5,6.5,6.6,6.6,6.7,*,*,
-77.67,49.7500000009,1066.0,Mat-13,"Matagami, Que.",P,D,,Rhyolite,49.8,-77.7,n.a.,n.a.,2.8,6.1,6.3,6.4,6.5,6.5,6.5,6.6,6.7,6.7,*,*,
-77.67,49.7500000009,1067.0,Mat-14,"Matagami, Que.",P,D,"w/minor carbonate",Rhyolite,49.8,-77.7,n.a.,n.a.,2.8,6.1,6.2,6.2,6.3,6.3,6.3,6.4,6.4,6.4,*,*,
-77.67,49.7500000009,1068.0,Mat-15,"Matagami, Que.",P,D,"w/minor carbonate",Rhyolite,49.8,-77.7,n.a.,n.a.,2.7,*,6.0,6.2,6.3,6.3,6.3,6.5,6.5,6.5,*,*,
-77.67,49.7500000009,1069.0,Mat-16,"Matagami, Que.",P,D,"po/py,  w/minor sph,cpy;chl g.",Sulphide,49.8,-77.7,n.a.,n.a.,3.8,5.6,5.8,5.9,5.9,5.9,5.9,6.0,6.1,6.1,*,*,
-77.67,49.7500000009,1070.0,Mat-17,"Matagami, Que.",P,D,"altered, stringer zone",Rhyolite,49.8,-77.7,n.a.,n.a.,3.5,5.3,5.5,5.6,5.6,5.6,5.7,5.7,5.8,5.8,*,*,
-77.67,49.7500000009,1071.0,Mat-18,"Matagami, Que.",P,D,"altered w/chl, talc",Rhyolite,49.8,-77.7,n.a.,n.a.,2.9,5.7,5.8,5.8,5.8,5.8,5.9,5.9,5.9,6.0,*,*,
-77.67,49.7500000009,1072.0,Mat-19,"Matagami, Que.",P,D,"trace py, qtz.","Sphalerite ore",49.8,-77.7,n.a.,n.a.,3.4,5.3,5.4,5.6,5.6,5.6,5.6,5.7,5.7,5.8,*,*,
-77.67,49.7500000009,1073.0,Mat-19,"Matagami, Que.",S,D,"trace py, qtz","Sphalerite ore",49.8,-77.7,n.a,n.a,3.4,3.1,3.1,3.2,3.2,3.3,3.3,3.3,3.4,3.4,*,*,
-77.67,49.7500000009,1074.0,Mat-2,"Matagami, Que.",P,D,fused,"Interpillow breccia",49.8,-77.7,n.a.,n.a.,2.8,6.1,6.2,6.3,6.4,6.4,6.4,6.5,6.6,6.7,*,*,
-77.67,49.7500000009,1075.0,Mat-2',"Matagami, Que.",P,D,fused,"Interpillow breccia",49.8,-77.7,n.a.,n.a.,2.7,6.1,6.2,6.2,6.3,6.3,6.3,6.4,6.5,6.5,*,*,
-77.67,49.7500000009,1076.0,Mat-20A,"Matagami, Que.",P,D,"py,sph","Pyrite- sphalerite ore",49.8,-77.7,n.a.,n.a.,4.4,6.1,6.4,6.6,6.6,6.7,6.7,6.8,6.8,6.8,*,*,
-77.67,49.7500000009,1077.0,Mat-20A,"Matagami, Que.",S,D,"py-rich band","Pyrite- sphalerite ore",49.8,-77.7,n.a,n.a,4.4,3.5,3.6,3.8,4.0,4.0,4.0,4.1,4.2,4.2,*,*,
-77.67,49.7500000009,1078.0,Mat-20B,"Matagami, Que.",P,D,sph,"Sphalerite ore",49.8,-77.7,n.a.,n.a.,4.4,5.9,6.2,6.2,6.2,6.3,6.3,6.4,6.4,6.5,*,*,
-77.67,49.7500000009,1079.0,Mat-20B',"Matagami, Que.",S,D,,"Sphalerite ore",49.8,-77.7,n.a,n.a,4.4,*,3.1,3.2,3.2,3.2,3.2,3.3,3.3,3.3,*,*,
-77.67,49.7500000009,1080.0,Mat-3,"Matagami, Que.",P,D,bleached,Basalt,49.8,-77.7,n.a.,n.a.,2.8,6.2,6.4,6.5,6.6,6.6,6.6,6.7,6.8,6.8,*,*,
-77.67,49.7500000009,1081.0,Mat-4,"Matagami, Que.",P,D,"bleached w/calcite veins",Basalt,49.8,-77.7,n.a.,n.a.,2.8,6.3,6.3,6.4,6.5,6.5,6.5,6.6,6.6,6.6,*,*,
-77.67,49.7500000009,1082.0,Mat-5',"Matagami, Que.",P,D,"po,chl. sil/carb. mat., tr.sph.",Sulphide,49.8,-77.7,n.a.,n.a.,3.8,*,*,5.5,5.6,5.6,5.7,5.8,5.8,5.9,*,*,
-77.67,49.7500000009,1083.0,Mat-6,"Matagami, Que.",P,D,"py, banded",Sulphide,49.8,-77.7,n.a.,n.a.,4.5,*,5.7,5.8,6.0,6.2,6.3,6.4,6.5,6.5,*,*,
-77.67,49.7500000009,1084.0,Mat-7,"Matagami, Que.",P,D,"sph,  sil/carb. matrix",Sulphide,49.8,-77.7,n.a.,n.a.,3.7,*,5.2,5.4,5.4,5.5,5.5,5.6,5.8,5.8,*,*,
-77.67,49.7500000009,1085.0,Mat-8',"Matagami, Que.",P,D,"po, w/mt. sil/carb. matrix",Sulphide,49.8,-77.7,n.a.,n.a.,3.8,5.7,5.7,5.7,5.8,5.8,5.9,5.9,6.0,6.0,*,*,
-77.67,49.7500000009,1086.0,"OR 96-22B-1","Matagami, Que.",P,D,"alteration zone with mt,py;chl-poor","Magnetite ore",49.8,-77.7,n.a.,n.a.,4.1,*,*,5.5,5.6,5.6,5.7,5.8,5.8,5.9,*,*,
-77.67,49.7500000009,1087.0,"OR 96-22B-1","Matagami, Que.",P,D,"alteration zone with mt,py;chl-rich","Magnetite ore",49.8,-77.7,n.a.,n.a.,4.1,*,*,6.0,6.0,6.0,6.1,6.1,6.2,6.2,*,*,
-77.67,49.7500000009,1088.0,"OR 96-22B-2","Matagami, Que.",P,D,"alteration zone with mt,cpy, py,chl","Magnetite ore",49.8,-77.7,n.a.,n.a.,4.1,*,5.2,5.4,5.5,5.5,5.5,5.6,5.7,5.7,*,*,
-77.67,49.7500000009,1089.0,"OR 96-22B-3","Matagami, Que.",P,D,"alteration zone with mt, py,chl","Magnetite ore",49.8,-77.7,n.a.,n.a.,4.3,5.7,5.8,5.9,6.0,6.0,6.1,6.2,6.2,6.3,*,*,
-74,46.0000000009,1121.0,MT-1x,"Morin, Que.",P,D,,"Granitic mylonite",46.0,-74.0,pFpL,n.a,2.7,*,5.6,5.9,6.0,*,6.1,6.2,6.2,6.3,*,*,
-74,46.0000000009,1122.0,MT-1y,"Morin, Que.",P,D,,"Granitic mylonite",46.0,-74.0,pFnL,n.a,2.7,*,5.5,5.7,5.9,*,6.0,6.1,6.1,6.2,*,*,
-74,46.0000000009,1123.0,MT-1z,"Morin, Que.",P,D,,"Granitic mylonite",46.0,-74.0,nF,n.a,2.7,*,5.1,5.5,5.7,*,5.8,5.9,6.0,6.0,*,*,
-74,46.0000000009,1124.0,MT-2x,"Morin, Que.",P,D,,"Quartzitic mylonite",46.0,-74.0,pFpL,n.a,2.6,*,5.5,5.6,5.7,*,5.7,5.8,5.8,5.9,*,*,
-74,46.0000000009,1125.0,MT-2y,"Morin, Que.",P,D,,"Quartzitic mylonite",46.0,-74.0,pFnL,n.a,2.6,*,5.2,5.4,5.6,*,5.7,5.8,5.9,5.9,*,*,
-74,46.0000000009,1126.0,MT-2z,"Morin, Que.",P,D,,"Quartzitic mylonite",46.0,-74.0,nF,n.a,2.7,*,5.7,5.8,5.9,*,5.9,6.0,6.0,6.1,*,*,
-74,46.0000000009,1127.0,MT-3x,"Morin, Que.",P,D,,"Mafic granulite",46.0,-74.0,pFpL,n.a,2.9,*,6.1,6.2,6.3,*,6.4,6.5,6.5,6.6,*,*,
-74,46.0000000009,1128.0,MT-3y,"Morin, Que.",P,D,,"Mafic granulite",46.0,-74.0,pFnL,n.a,2.7,*,6.1,6.2,6.2,*,6.3,6.3,6.4,6.4,*,*,
-74,46.0000000009,1129.0,MT-3z,"Morin, Que.",P,D,,"Mafic granulite",46.0,-74.0,nF,n.a,2.9,*,6.0,6.1,6.2,*,6.3,6.4,6.5,6.5,*,*,
-74,46.0000000009,1130.0,MT-4x,"Morin, Que.",P,D,,"Gt-bearing quartzite",46.0,-74.0,pFpL,n.a,2.7,*,5.8,6.1,6.2,*,6.2,6.3,6.3,6.4,*,*,
-74,46.0000000009,1131.0,MT-4y,"Morin, Que.",P,D,,"Gt-bearing quartzite",46.0,-74.0,pFnL,n.a,2.7,*,5.8,5.9,6.0,*,6.1,6.2,6.2,6.3,*,*,
-74,46.0000000009,1132.0,MT-4z,"Morin, Que.",P,D,,"Gt-bearing quartzite",46.0,-74.0,nF,n.a,2.7,*,5.4,5.7,5.9,*,6.0,6.1,6.1,6.2,*,*,
-74,46.0000000009,1133.0,MT-5x,"Morin, Que.",P,D,,"Granitic mylonite",46.0,-74.0,pFpL,n.a,2.6,*,5.4,5.6,5.7,*,5.8,5.9,6.0,6.0,*,*,
-74,46.0000000009,1134.0,MT-5y,"Morin, Que.",P,D,,"Granitic mylonite",46.0,-74.0,pFnL,n.a,2.6,*,5.5,5.6,5.7,*,5.8,5.9,5.9,6.0,*,*,
-74,46.0000000009,1135.0,MT-5z,"Morin, Que.",P,D,,"Granitic mylonite",46.0,-74.0,nF,n.a,2.6,*,5.4,5.5,5.6,*,5.8,5.9,5.9,6.0,*,*,
-74,46.0000000009,1136.0,MT-6x,"Morin, Que.",P,D,,"Charnockitic mylonite",46.0,-74.0,pFpL,n.a,2.8,*,6.0,6.1,6.1,*,6.2,6.2,6.3,6.3,*,*,
-74,46.0000000009,1137.0,MT-6y,"Morin, Que.",P,D,,"Charnockitic mylonite",46.0,-74.0,pFnL,n.a,2.7,*,5.2,5.5,5.6,*,5.7,5.8,5.9,5.9,*,*,
-74,46.0000000009,1138.0,MT-6z,"Morin, Que.",P,D,,"Charnockitic mylonite",46.0,-74.0,nF,n.a,2.8,*,5.7,5.8,5.9,*,5.9,6.0,6.0,6.1,*,*,
-74,46.0000000009,1139.0,MT-7x,"Morin, Que.",P,D,,"Anorthositic mylonite",46.0,-74.0,pFpL,n.a,2.7,*,5.7,6.0,6.1,*,6.4,6.6,6.7,6.8,*,*,
-74,46.0000000009,1140.0,MT-7y,"Morin, Que.",P,D,,"Anorthositic mylonite",46.0,-74.0,pFnL,n.a,2.7,*,5.6,5.9,6.0,*,6.2,6.5,6.6,6.7,*,*,
-74,46.0000000009,1141.0,MT-7z,"Morin, Que.",P,D,,"Anorthositic mylonite",46.0,-74.0,nF,n.a,2.7,*,5.8,6.0,6.2,*,6.3,6.5,6.6,6.7,*,*,
-74,46.0000000009,1142.0,MT-8x,"Morin, Que.",P,D,,"Anorthositic mylonite",46.0,-74.0,pFpL,n.a,2.8,*,6.6,6.7,6.7,*,6.8,6.8,6.9,7.0,*,*,
-74,46.0000000009,1143.0,MT-8y,"Morin, Que.",P,D,,"Anorthositic mylonite",46.0,-74.0,pFnL,n.a,2.8,*,6.5,6.6,6.7,*,6.7,6.8,6.8,6.9,*,*,
-74,46.0000000009,1144.0,MT-8z,"Morin, Que.",P,D,,"Anorthositic mylonite",46.0,-74.0,nF,n.a,2.8,*,6.4,6.6,6.7,*,6.7,6.8,6.8,6.9,*,*,
-74,46.0000000009,1145.0,MT-9x,"Morin, Que.",P,D,,"Anorthositic mylonite",46.0,-74.0,pFpL,n.a,2.7,*,6.1,6.3,6.3,*,6.4,6.4,6.5,6.6,*,*,
-74,46.0000000009,1146.0,MT-9y,"Morin, Que.",P,D,,"Anorthositic mylonite",46.0,-74.0,pFnL,n.a,2.7,*,5.9,6.1,6.2,*,6.3,6.5,6.5,6.6,*,*,
-74,46.0000000009,1147.0,MT-9z,"Morin, Que.",P,D,,"Anorthositic mylonite",46.0,-74.0,nF,n.a,2.7,*,6.0,6.1,6.2,*,6.3,6.3,6.4,6.5,*,*,
-74,46.0000000009,1148.0,MT-10x,"Morin, Que.",P,D,,Paragneiss,46.0,-74.0,pFpL,n.a,2.9,*,6.5,6.6,6.7,*,6.8,6.9,6.9,7.0,*,*,
-74,46.0000000009,1149.0,MT-10y,"Morin, Que.",P,D,,Paragneiss,46.0,-74.0,pFnL,n.a,2.9,*,6.0,6.2,6.2,*,6.3,6.3,6.4,6.5,*,*,
-74,46.0000000009,1150.0,MT-10z,"Morin, Que.",P,D,,Paragneiss,46.0,-74.0,nF,n.a,3.1,*,6.4,6.6,6.7,*,6.8,6.8,6.9,7.0,*,*,
-66,47.3300000009,2474.0,EG-99-1-1500mxy,"Bathurst, N.B.",P,D,,"Qtz-fs porphyry",47.3,-66.0,pF,n.a.,2.7,*,5.6,5.7,5.8,5.8,5.8,5.9,6.0,6.0,*,*,
-66,47.3300000009,2475.0,EG-99-1-1500mz,"Bathurst, N.B.",P,D,,"Qtz-fs porphyry",47.3,-66.0,nF,n.a.,2.7,*,5.0,5.1,5.1,5.2,5.2,5.3,5.4,5.4,*,*,
-66,47.3300000009,2476.0,EG-99-1-1520m,"Bathurst, N.B.",P,D,,"Qtz-fs porphyry",47.3,-66.0,n.a.,n.a.,2.8,5.8,5.9,5.9,6.0,6.0,6.0,6.1,6.2,6.2,*,*,
-67,47.5000000009,2807.0,JC02-014,"Boland Brook, NB",P,D,,Sandstone,47.5,-67.0,"45 deg B",n.a.,2.7,5.7,5.8,5.8,5.9,5.9,6.0,6.1,6.2,6.2,*,*,
-67,47.5000000009,2808.0,JC02-015,"Boland Brook, NB",P,D,shaley,Siltstone,47.5,-67.0,"45 deg B",n.a.,2.8,5.4,5.5,5.6,5.7,5.7,5.7,5.8,5.9,5.9,*,*,
-67,47.5000000009,2809.0,JC02-016,"Boland Brook, NB",P,D,shaley,Siltstone,47.5,-67.0,"45 deg B",n.a.,2.8,5.8,5.8,5.9,5.9,6.0,6.0,6.1,6.2,6.2,*,*,
-67,47.5000000009,2810.0,JC02-017,"Boland Brook, NB",P,D,,Siltstone,47.5,-67.0,"45 deg B",n.a.,2.8,*,6.0,6.1,6.1,6.2,6.2,6.3,6.4,6.4,*,*,
-67,47.5000000009,2811.0,JC02-018,"Boland Brook, NB",P,D,,Sandstone,47.5,-67.0,"45 deg B",n.a.,2.8,5.8,5.9,5.9,6.0,6.0,6.0,6.1,6.2,6.2,*,*,
-67,47.5000000009,2812.0,JC02-019,"Boland Brook, NB",P,D,calc,Sandstone,47.5,-67.0,"45 deg B",n.a.,2.8,*,*,5.6,5.6,5.6,5.7,5.8,5.9,5.9,*,*,
-67,47.5000000009,2813.0,JC02-020,"Boland Brook, NB",P,D,calc,Sandstone,47.5,-67.0,"45 deg B",n.a.,2.8,*,5.5,5.6,5.6,5.6,5.7,5.8,5.9,5.9,*,*,
-67,47.5000000009,2814.0,JC02-021,"Boland Brook, NB",P,D,,Siltstone,47.5,-67.0,"45 deg B",n.a.,2.8,*,5.9,5.9,6.0,6.0,6.0,6.2,6.2,6.3,*,*,
-67,47.5000000009,2815.0,JC02-022,"Boland Brook, NB",P,D,,Siltstone,47.5,-67.0,"45 deg B",n.a.,2.8,*,5.6,5.7,5.7,5.8,5.8,5.9,6.0,6.0,*,*,
-67,47.5000000009,2816.0,JC02-023,"Boland Brook, NB",P,D,,Sandstone,47.5,-67.0,"45 deg B",n.a.,2.8,5.6,5.6,5.7,5.7,5.8,5.8,5.9,6.0,6.0,*,*,
-67,47.5000000009,2817.0,JC02-024,"Boland Brook, NB",P,D,,Siltstone,47.5,-67.0,"45 deg B",n.a.,2.8,*,5.5,5.6,5.6,5.7,5.7,5.8,5.9,5.9,*,*,
-66,47.3300000009,3860.0,,"Bathurst, N.B.",P,D,"po-rich,breccia-matrix","Massive sulphide",47.3,-66.0,n.a,n.a,4.5,4.8,4.9,5.0,5.0,5.1,5.1,5.1,5.2,5.2,*,*,
-66,47.3300000009,3861.0,,"Bathurst, N.B.",P,D,po-py,"Massive sulphide",47.3,-66.0,n.a,n.a,4.5,5.0,5.1,5.3,5.3,5.4,5.4,5.5,5.5,5.5,*,*,
-66,47.3300000009,3862.0,,"Bathurst, N.B.",P,D,,"Massive pyrite",47.3,-66.0,n.a,n.a,4.7,6.9,7.0,7.1,7.1,7.2,7.2,7.3,7.3,7.4,*,*,
-66,47.3300000009,3863.0,,"Bathurst, N.B.",S,D,,"Massive pyrite",47.3,-66.0,n.a.,n.a.,4.7,*,4.4,4.5,4.5,4.5,4.5,4.5,4.6,4.6,*,*,
-66,47.3300000009,3864.0,,"Bathurst, N.B.",P,D,,"Quartz porphyry",47.3,-66.0,nF,n.a,2.7,5.9,5.9,6.0,6.0,6.0,6.0,6.0,6.1,6.2,*,*,
-66,47.3300000009,3865.0,,"Bathurst, N.B.",S,D,,"Quartz porphyry",47.3,-66.0,n.a.,n.a.,2.7,3.7,3.7,3.8,3.8,3.8,3.8,3.8,3.8,3.9,*,*,
-66,47.3300000009,3866.0,,"Bathurst, N.B.",P,D,"85 mt","Iron formation",47.3,-66.0,n.a,n.a,4.6,6.5,6.6,6.7,6.7,6.8,6.8,6.8,6.9,6.9,*,*,
-66,47.3300000009,3867.0,,"Bathurst, N.B.",S,D,mt.-rich,"Iron formation",47.3,-66.0,n.a.,n.a.,4.6,*,*,3.6,3.6,3.6,3.6,3.6,3.7,3.7,*,*,
-66,47.3300000009,3868.0,,"Bathurst, N.B.",P,D,amygdaloidal,Basalt,47.3,-66.0,n.a,n.a,2.8,6.0,6.1,6.2,6.2,6.2,6.2,6.2,6.3,6.3,*,*,
-66,47.3300000009,3869.0,,"Bathurst, N.B.",S,D,amygdaloidal,Basalt,47.3,-66.0,n.a.,n.a.,2.8,*,*,3.5,3.5,3.5,3.6,3.6,3.6,3.6,*,*,
-66,47.3300000009,3870.0,,"Bathurst, N.B.",P,D,,Basalt,47.3,-66.0,n.a,n.a,2.9,6.3,6.3,6.3,6.4,6.4,6.4,6.4,6.5,6.5,*,*,
-66,47.3300000009,3871.0,,"Bathurst, N.B.",S,D,,Basalt,47.3,-66.0,n.a.,n.a.,2.9,*,3.4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,*,*,
-66,47.3300000009,3872.0,,"Bathurst, N.B.",P,D,"40 cpy,15 sph,15 py,30 silicate","Massive sulphide",47.3,-66.0,n.a.,n.a.,4.2,6.6,6.6,6.6,6.7,6.7,6.7,6.8,6.9,6.9,*,*,
-66,47.3300000009,3873.0,,"Bathurst, N.B.",P,D,,Rhyolite,47.3,-66.0,n.a.,n.a.,2.6,5.5,5.7,5.9,6.0,6.0,6.0,6.1,6.1,6.1,*,*,
-66,47.3300000009,3874.0,,"Bathurst, N.B.",P,D,foliated,Rhyolite,47.3,-66.0,n.a.,n.a.,2.6,4.6,4.7,4.9,5.0,5.1,5.1,5.3,5.4,5.4,*,*,
-66,47.3300000009,3875.0,,"Bathurst, N.B.",P,D,,Basalt,47.3,-66.0,n.a.,n.a.,2.9,6.3,6.4,6.4,6.5,6.5,6.5,6.6,6.6,6.7,*,*,
-66,47.3300000009,3876.0,,"Bathurst, N.B.",P,D,,Rhyolite,47.3,-66.0,n.a.,n.a.,2.8,*,*,6.0,6.0,6.1,6.1,6.3,6.4,6.4,*,*,
-66,47.3300000009,3877.0,,"Bathurst, N.B.",P,D,,Argillite,47.3,-66.0,n.a.,n.a.,2.6,5.9,5.9,6.0,6.0,6.1,6.1,6.2,6.2,6.2,*,*,
-66,47.3300000009,3878.0,,"Bathurst, N.B.",P,D,,Gabbro,47.3,-66.0,n.a.,n.a.,2.9,5.9,6.0,6.2,6.3,6.4,6.4,6.5,6.6,6.6,*,*,
-66,47.3300000009,3879.0,159401xy,"Bathurst, N.B.",P,D,,Argillite,47.3,-66.0,pF,n.a.,2.8,5.5,5.6,5.8,5.9,6.0,6.0,6.1,6.1,6.1,*,*,
-66,47.3300000009,3880.0,159401z,"Bathurst, N.B.",P,D,,Argillite,47.3,-66.0,nF,n.a.,2.8,4.5,4.5,4.7,4.8,4.9,5.0,5.1,5.2,5.2,*,*,
-66,47.3300000009,3881.0,159402xy,"Bathurst, N.B.",P,D,"qtz, fs-phyric",Tuff,47.3,-66.0,pF,n.a.,2.8,*,5.7,5.8,5.8,5.9,5.9,6.0,6.1,6.1,*,*,
-66,47.3300000009,3882.0,159402z,"Bathurst, N.B.",P,D,"qtz, fs-phyric",Tuff,47.3,-66.0,nF,n.a.,2.8,5.2,5.3,5.4,5.5,5.5,5.5,5.6,5.7,5.7,*,*,
-66,47.3300000009,3883.0,159403xy,"Bathurst, N.B.",P,D,,Basalt,47.3,-66.0,pF,n.a.,2.9,*,6.1,6.1,6.2,6.2,6.3,6.4,6.5,6.5,*,*,
-66,47.3300000009,3884.0,159403z,"Bathurst, N.B.",P,D,,Basalt,47.3,-66.0,nF,n.a.,2.9,*,6.0,6.1,6.1,6.2,6.3,6.5,6.5,6.5,*,*,
-66,47.3300000009,3885.0,159404xy,"Bathurst, N.B.",P,D,"qtz, fs-phyric",Tuff,47.3,-66.0,pF,n.a.,2.8,5.6,5.7,5.8,5.9,5.9,6.0,6.1,6.2,6.2,*,*,
-66,47.3300000009,3886.0,159404z,"Bathurst, N.B.",P,D,"qtz, fs-phyric",Tuff,47.3,-66.0,nF,n.a.,2.7,*,5.3,5.3,5.4,5.4,5.5,5.7,5.7,5.7,*,*,
-66,47.3300000009,3887.0,159405xy,"Bathurst, N.B.",P,D,,"Qtz. augen schist",47.3,-66.0,pF,n.a.,2.7,*,6.2,6.2,6.3,6.3,6.3,6.4,6.5,6.5,*,*,
-66,47.3300000009,3888.0,159405z,"Bathurst, N.B.",P,D,,"Qtz. augen schist",47.3,-66.0,nF,n.a.,2.8,5.3,5.4,5.5,5.6,5.6,5.6,5.7,5.7,5.7,*,*,
-66,47.3300000009,3889.0,159406xy,"Bathurst, N.B.",P,D,"chl, siderite-rich","Iron formation",47.3,-66.0,pF,n.a.,3.0,6.0,6.0,6.1,6.2,6.2,6.2,6.3,6.4,6.4,*,*,
-66,47.3300000009,3890.0,159406z,"Bathurst, N.B.",P,D,"chl, siderite-rich","Iron formation",47.3,-66.0,nF,n.a.,2.9,*,6.0,6.0,6.0,6.1,6.1,6.2,6.3,6.3,*,*,
-66,47.3300000009,3891.0,159407xy,"Bathurst, N.B.",P,D,"chl, siderite-rich","Iron formation",47.3,-66.0,pF,n.a.,2.8,*,5.9,6.0,6.0,6.0,6.1,6.2,6.2,6.2,*,*,
-66,47.3300000009,3892.0,159407z,"Bathurst, N.B.",P,D,"chl, siderite-rich","Iron formation",47.3,-66.0,nF,n.a.,2.8,*,*,5.6,5.6,5.7,5.7,5.7,5.8,5.8,*,*,
-66,47.3300000009,3893.0,159408xy,"Bathurst, N.B.",P,D,strained,Metabasalt,47.3,-66.0,pF,n.a.,2.9,*,*,6.3,6.4,6.4,6.4,6.5,6.5,6.5,*,*,
-66,47.3300000009,3894.0,159408z,"Bathurst, N.B.",P,D,strained,Metabasalt,47.3,-66.0,nF,n.a.,2.9,*,6.2,6.2,6.2,6.3,6.3,6.4,6.4,6.4,*,*,
-66,47.3300000009,3895.0,159409xy,"Bathurst, N.B.",P,D,cherty,Tuff,47.3,-66.0,pF,n.a.,2.8,*,5.7,5.9,6.0,6.1,6.1,6.2,6.2,6.3,*,*,
-66,47.3300000009,3896.0,159409z,"Bathurst, N.B.",P,D,cherty,Tuff,47.3,-66.0,nF,n.a.,2.8,5.3,5.4,5.4,5.5,5.5,5.6,5.7,5.8,5.8,*,*,
-66,47.3300000009,3897.0,159410xy,"Bathurst, N.B.",P,D,,Argillite,47.3,-66.0,pF,n.a.,2.9,6.2,6.3,6.3,6.4,6.4,6.5,6.6,6.6,6.6,*,*,
-66,47.3300000009,3898.0,159410z,"Bathurst, N.B.",P,D,,Argillite,47.3,-66.0,nF,n.a.,2.9,5.9,5.9,5.9,6.0,6.0,6.1,6.2,6.3,6.3,*,*,
-66,47.3300000009,3899.0,159411xy,"Bathurst, N.B.",P,D,qtz-phric,Rhyolite,47.3,-66.0,pF,n.a.,2.7,5.3,5.5,5.7,5.8,5.9,6.0,6.2,6.2,6.2,*,*,
-66,47.3300000009,3900.0,159411z,"Bathurst, N.B.",P,D,qtz-phric,Rhyolite,47.3,-66.0,nF,n.a.,2.7,*,*,5.6,5.6,5.6,5.7,5.8,5.9,5.9,*,*,
-66,47.3300000009,3901.0,181676xy,"Bathurst, N.B.",P,D,,Argillite,47.3,-66.0,pF,n.a.,3.0,5.7,6.0,6.1,6.2,6.2,6.2,6.3,6.4,6.4,*,*,
-66,47.3300000009,3902.0,181676z,"Bathurst, N.B.",P,D,,Argillite,47.3,-66.0,nF,n.a.,3.0,5.4,5.4,5.5,5.5,5.5,5.6,5.7,5.7,5.8,*,*,
-66,47.3300000009,3903.0,181677xy,"Bathurst, N.B.",P,D,,Rhyolite,47.3,-66.0,pF,n.a.,2.6,*,5.3,5.3,5.3,5.4,5.4,5.5,5.5,5.6,*,*,
-66,47.3300000009,3904.0,181679xy,"Bathurst, N.B.",P,D,brecciated,Rhyolite,47.3,-66.0,pF,n.a.,2.7,*,6.0,6.1,6.1,6.2,6.2,6.3,6.3,6.3,*,*,
-66,47.3300000009,3905.0,181679z,"Bathurst, N.B.",P,D,foliated,Rhyolite,47.3,-66.0,nF,n.a.,2.7,*,5.0,5.1,5.2,5.2,5.3,5.4,5.5,5.5,*,*,
-66,47.3300000009,3906.0,181680xy,"Bathurst, N.B.",P,D,foliated,Tuff,47.3,-66.0,pF,n.a.,2.7,5.5,5.6,5.7,5.8,5.8,5.9,5.9,6.0,6.0,*,*,
-66,47.3300000009,3907.0,181680z,"Bathurst, N.B.",P,D,,Tuff,47.3,-66.0,nF,n.a.,2.6,4.7,4.7,4.9,5.0,5.1,5.2,5.3,5.4,5.4,*,*,
-66,47.3300000009,3908.0,181681xy,"Bathurst, N.B.",P,D,"qtz, fs-phyric",Tuff,47.3,-66.0,pF,n.a.,2.7,5.7,5.8,6.0,6.1,6.1,6.2,6.2,6.3,6.3,*,*,
-66,47.3300000009,3909.0,181682,"Bathurst, N.B.",P,D,"qtz, fs-phyric","Felsic tuff",47.3,-66.0,n.a.,n.a.,2.8,5.5,5.3,5.6,5.6,5.7,5.7,5.8,5.8,5.8,*,*,
-66,47.3300000009,3910.0,181683xy,"Bathurst, N.B.",P,D,"qtz, fs-phyric",Argillite,47.3,-66.0,pF,n.a.,2.7,*,*,5.8,6.0,6.0,6.1,6.2,6.3,6.3,*,*,
-66,47.3300000009,3911.0,181683z,"Bathurst, N.B.",P,D,,Argillite,47.3,-66.0,nF,n.a.,2.7,4.7,4.8,4.9,5.0,5.0,5.0,5.1,5.3,5.3,*,*,
